ФИО,Телефон,Адрес,Дата рождения,Любимое вино
User_358,+79013060539,"Саранск, ул. Советская, 46, кв. 9",1998-12-07,Wine_919
User_921,+79974495897,"Тверь, ул. Ленина, 67, кв. 17",1986-06-12,Wine_117
User_1303,+79561805442,"Екатеринбург, ул. Мичурина, 55, кв. 10",2002-09-09,Wine_414
User_492,+79755114527,"Казань, ул. Баумана, 56, кв. 12",1992-12-08,Wine_815
User_105,+79595065392,"Тольятти, ул. Ворошилова, 29, кв. 13",1994-07-04,Wine_429
User_1277,+79639950966,"Новосибирск, ул. Дзержинского, 80, кв. 15",1995-07-18,Wine_61
User_236,+79454871907,"Астрахань, ул. Советская, 75, кв. 9",1978-05-15,Wine_651
User_1095,+79546492546,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1982-03-12,Wine_614
User_364,+79729213524,"Владимир, ул. Дзержинского, 77, кв. 15",1994-05-20,Wine_906
User_222,+79463444018,"Брянск, ул. Толстого, 21, кв. 14",1991-03-08,Wine_543
User_1086,+79569715337,"Ростов-на-Дону, пр. Стачки, 64, кв. 14",1984-06-13,Wine_996
User_713,+79300992514,"Пенза, пр. Победы, 90, кв. 12",1984-09-05,Wine_577
User_710,+79490423414,"Саратов, ул. Гагарина, 92, кв. 22",,Wine_26
User_290,+79059019753,"Саратов, ул. Чернышевского, 54, кв. 16",1973-12-11,Wine_6
User_489,+79491499460,"Воронеж, пр. Мира, 59, кв. 6",1991-03-14,Wine_196
User_191,+79732417777,"Вологда, ул. Победы, 62, кв. 11",1993-09-14,Wine_990
Борис Иванович Виски,+79005696417,"Ростов-на-Дону, ул. Строителей, 55, кв. 7",1977-07-11,Wine_365
User_312,+79711349858,"Брянск, пр. Славы, 67, кв. 6",1990-10-29,Wine_224
User_446,+79778180018,"Кострома, ул. Красной Армии, 72, кв. 14",2003-09-30,Wine_212
User_470,+79285774693,"Казань, пр. Победы, 17, кв. 6",1986-06-12,Wine_666
User_148,+79254451046,"Мурманск, пр. Ленина, 52, кв. 5",1983-03-01,Wine_274
User_160,+79382247106,"Барнаул, ул. Ленина, 82, кв. 4",2001-02-04,Wine_379
User_578,+79063156182,"Тольятти, ул. Волгоградская, 57, кв. 14",1995-07-18,Wine_323
User_416,+79968723964,"Челябинск, ул. Таганская, 41, кв. 4",1997-04-19,Wine_754
User_226,+79040181485,"Череповец, ул. Ленина, 82, кв. 14",2001-02-04,Wine_26
User_1060,+79099063283,"Барнаул, ул. Ленина, 82, кв. 4",1983-06-06,Wine_632
User_171,+79940207496,"Новосибирск, ул. Дзержинского, 80, кв. 15",1979-11-16,Wine_237
User_1448,+79098347725,"Новосибирск, ул. Красный Проспект, 41, кв. 9",1993-09-14,Wine_129
User_120,+79526605746,"Волгоград, ул. Красноармейская, 81, кв. 6",1984-09-05,Wine_789
User_574,+79804250155,"Самара, ул. Стара-Загора, 92, кв. 13",1997-03-23,Wine_15
Оксана Павловна Портвейнская,+79584226621,"Челябинск, ул. Таганская, 41, кв. 4",1996-08-28,Wine_354
User_1372,+79209022712,"Омск, ул. Лермонтова, 32, кв. 41",1987-02-02,Wine_116
User_709,+79590352352,"Казань, ул. Баумана, 19, кв. 12",1999-08-12,Wine_943
User_108,+79554753347,"Воронеж, ул. Свердлова, 59, кв. 3",1989-05-05,Wine_189
User_1410,+79086559319,"Екатеринбург, ул. Мичурина, 55, кв. 10",1978-05-15,Wine_333
User_1417,+79210778284,"Челябинск, ул. Малышева, 36, кв. 9",1994-05-20,Wine_60
User_1326,+79647498203,"Калуга, ул. Московская, 87, кв. 16",1998-01-03,Wine_316
User_1489,+79472559625,"Воронеж, пр. Мира, 59, кв. 6",1992-12-08,Wine_260
User_1054,+79284515912,"Екатеринбург, ул. Мичурина, 55, кв. 10",1995-07-10,Wine_889
User_649,+79707696044,"Брянск, ул. Толстого, 21, кв. 14",1981-11-06,Wine_78
User_214,+79359743780,"Челябинск, ул. Малышева, 36, кв. 9",2002-09-09,Wine_340
User_301,+79348571823,"Курск, ул. Ленина, 43, кв. 28",1998-01-03,Wine_926
User_995,+79948376429,"Архангельск, ул. Северная, 11, кв. 19",1978-05-15,Wine_432
User_1276,+79646678429,"Чита, пр. Октябрьский, 81, кв. 14",1998-12-13,Wine_33
User_1275,+79419688307,"Ростов-на-Дону, пр. Стачки, 64, кв. 14",1990-10-29,Wine_654
User_234,+79405526042,"Челябинск, ул. Малышева, 36, кв. 9",1983-11-19,Wine_190
User_941,+79102139904,"Кострома, ул. Московская, 60, кв. 18",2003-09-30,Wine_499
User_481,+79883971673,"Хабаровск, пр. Ленинский, 58, кв. 30",1995-07-10,Wine_625
User_935,+79820926294,"Самара, ул. Стара-Загора, 92, кв. 13",1999-06-06,Wine_436
User_1181,+79038154910,"Калуга, ул. Московская, 87, кв. 16",2003-09-30,Wine_536
User_114,+79477467822,"Краснодар, ул. Красная, 51, кв. 5",1977-07-11,Wine_888
User_755,+79837152495,"Пенза, ул. Тихонова, 24, кв. 8",1995-07-18,Wine_256
User_1248,+79118543436,"Курган, ул. Пушкина, 49, кв. 18",1989-02-11,Wine_414
User_530,+79107260825,"Смоленск, ул. Романова, 25, кв. 19",1973-12-11,Wine_727
User_578,+79063156182,"Тольятти, ул. Волгоградская, 57, кв. 14",1995-07-18,Wine_254
User_716,+79100236487,"Казань, пр. Победы, 17, кв. 6",1997-04-17,Wine_2
User_1219,+79493703332,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1983-03-01,Wine_453
User_385,+79589410796,"Челябинск, ул. Малышева, 36, кв. 9",1991-07-15,Wine_706
User_436,+79370282489,"Курган, ул. Пушкина, 49, кв. 18",1993-09-14,Wine_5
User_631,+79034762678,"Уфа, ул. Ленина, 27, кв. 13",1986-11-21,Wine_318
User_730,+79656246213,"Барнаул, ул. Ленина, 82, кв. 4",1994-05-20,Wine_551
User_891,+79235269440,"Уфа, ул. Ленина, 27, кв. 13",1993-11-30,Wine_496
User_235,+79058296634,"Тверь, ул. Пролетарская, 57, кв. 8",1994-05-25,Wine_549
User_1460,+79806356736,"Уфа, ул. Карла Маркса, 27, кв. 22",1999-08-12,Wine_715
User_1252,+79306443652,"Челябинск, ул. Таганская, 41, кв. 4",1994-09-19,Wine_216
User_1474,+79679275952,"Новосибирск, ул. Сибирская, 78, кв. 21",1986-08-16,Wine_510
User_1167,+79511759127,"Новосибирск, ул. Сибирская, 78, кв. 21",1972-02-14,Wine_37
User_470,+79285774693,"Казань, пр. Победы, 17, кв. 6",1986-06-12,Wine_682
User_970,+79367217154,"Воронеж, ул. Свердлова, 59, кв. 3",1986-11-21,Wine_391
User_714,+79899016273,"Нижний Новгород, пр. Гагарина, 89, кв. 17",1991-03-08,Wine_549
User_959,+79076435720,"Красноярск, ул. Мира, 15, кв. 3",1977-07-11,Wine_853
User_984,+79990808233,"Кемерово, ул. Красная, 93, кв. 32",1995-07-10,Wine_49
User_115,+79379135527,"Тверь, ул. Пролетарская, 57, кв. 8",1992-08-31,Wine_836
User_1294,+79310288350,"Ставрополь, ул. Ленина, 39, кв. 22",1997-03-23,Wine_100
User_843,+79238768028,"Тверь, ул. Ленина, 67, кв. 17",1986-06-12,Wine_483
Андрей Анатольевич Шарден,+79854116197,"Махачкала, ул. Гагарина, 24, кв. 5",1972-02-14,Wine_341
User_603,+79517183971,"Хабаровск, пр. Ленинский, 58, кв. 30",2003-02-04,Wine_133
User_125,+79255654806,"Сочи, ул. Пушкина, 76, кв. 12",1989-02-11,Wine_871
User_246,+79696186238,"Иваново, ул. Интернациональная, 34, кв. 22",1995-04-25,Wine_686
User_803,+79662125494,"Ростов-на-Дону, ул. Пушкинская, 85, кв. 3",2000-05-21,Wine_599
User_1317,+79866738484,"Уфа, ул. Карла Маркса, 27, кв. 22",1988-07-25,Wine_932
User_311,+79412959866,"Смоленск, ул. Романова, 25, кв. 19",1984-09-05,Wine_62
User_1419,+79355453690,"Ростов-на-Дону, ул. Строителей, 55, кв. 7",,Wine_450
Вячеслав Иванович Рислинг,+79206775743,"Челябинск, ул. Малышева, 36, кв. 9",1998-12-07,Wine_114
User_477,+79730584478,"Екатеринбург, ул. Ленина, 23, кв. 5",1984-06-13,Wine_97
User_409,+79581486374,"Красноярск, ул. Мира, 15, кв. 3",1995-07-10,Wine_416
User_449,+79700113260,"Архангельск, ул. Пушкина, 88, кв. 13",1995-04-25,Wine_939
User_1153,+79142957070,"Омск, ул. Челюскинцев, 89, кв. 8",1991-03-14,Wine_522
User_687,+79844938901,"Пермь, ул. Куйбышева, 98, кв. 10",1992-12-08,Wine_501
User_444,+79663251803,"Махачкала, ул. Гагарина, 24, кв. 5",2001-02-04,Wine_268
User_247,+79132715849,"Махачкала, ул. Гагарина, 24, кв. 5",1977-07-11,Wine_278
User_314,+79633527732,"Пермь, ул. Куйбышева, 98, кв. 10",1994-09-19,Wine_965
User_1489,+79472559625,"Воронеж, пр. Мира, 59, кв. 6",1992-12-08,Wine_696
User_873,+79508920800,"Калуга, ул. Московская, 87, кв. 16",1992-03-20,Wine_926
User_1084,+79791320536,"Кемерово, ул. Красная, 93, кв. 32",1973-12-11,Wine_752
User_1128,+79398181759,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",2002-03-10,Wine_859
User_1049,+79232184916,"Барнаул, ул. Ленина, 82, кв. 4",1998-12-13,Wine_107
User_1106,+79222777375,"Ижевск, ул. Азина, 42, кв. 9",1995-04-25,Wine_909
User_1382,+79053338355,"Краснодар, ул. Красная, 51, кв. 5",1992-12-08,Wine_619
User_548,+79778053460,"Брянск, ул. Толстого, 21, кв. 14",2000-05-21,Wine_623
User_1077,+79834649783,"Пенза, пр. Победы, 90, кв. 12",2001-12-25,Wine_304
User_1000,+79009128622,"Мурманск, пр. Мира, 50, кв. 22",1984-07-29,Wine_939
User_1224,+79832302851,"Ростов-на-Дону, ул. Строителей, 55, кв. 7",1995-07-10,Wine_68
User_778,+79765572747,"Иваново, ул. Мичурина, 24, кв. 22",1983-03-01,Wine_758
User_1227,+79578570167,"Пенза, ул. Ульянова, 17, кв. 21",1998-05-16,Wine_564
User_1283,+79712455426,"Кострома, ул. Московская, 60, кв. 18",1998-05-16,Wine_150
User_1365,+79670815243,"Нижний Новгород, пр. Гагарина, 89, кв. 17",2002-09-09,Wine_971
User_413,+79824134982,"Мурманск, пр. Мира, 50, кв. 22",1993-11-30,Wine_764
User_872,+79559976195,"Новосибирск, ул. Сибирская, 78, кв. 21",1973-12-11,Wine_334
User_1347,+79699250572,"Сочи, ул. Красная, 59, кв. 21",1984-07-29,Wine_346
User_767,+79729740210,"Тюмень, ул. Республики, 29, кв. 25",1993-09-14,Wine_65
User_1324,+79909178558,"Смоленск, ул. Романова, 25, кв. 19",2002-11-25,Wine_265
User_679,+79692833377,"Екатеринбург, ул. Мичурина, 55, кв. 10",1998-12-07,Wine_140
User_808,+79288948415,"Волгоград, ул. Красноармейская, 81, кв. 6",2001-12-25,Wine_861
User_1033,+79909401629,"Воронеж, ул. Свердлова, 59, кв. 3",1977-07-11,Wine_696
Игорь Константинович Ризлинг,+79444888412,"Сочи, ул. Пушкина, 76, кв. 12",1993-09-14,Wine_220
User_200,+79005215169,"Псков, ул. Советская, 34, кв. 7",1982-03-12,Wine_218
User_813,+79762721802,"Брянск, ул. Кольцевая, 33, кв. 11",1991-03-08,Wine_930
User_1019,+79858440479,"Ульяновск, пр. Ленинский, 13, кв. 7",1986-11-21,Wine_936
User_1490,+79354919750,"Ставрополь, ул. Лермонтова, 34, кв. 18",1994-05-25,Wine_617
User_392,+79800912995,"Новосибирск, ул. Красный Проспект, 41, кв. 9",1991-01-29,Wine_238
User_1071,+79685229713,"Мурманск, пр. Мира, 50, кв. 22",1993-01-13,Wine_155
User_1274,+79785151613,"Брянск, ул. Толстого, 21, кв. 14",1972-02-14,Wine_78
User_1155,+79013796487,"Нижний Новгород, пр. Гагарина, 89, кв. 17",2002-03-10,Wine_277
User_565,+79722394301,"Пенза, пр. Победы, 90, кв. 12",1993-09-14,Wine_297
User_1083,+79036426987,"Курган, ул. Пушкина, 49, кв. 18",1988-11-27,Wine_128
User_402,+79597429790,"Орел, ул. Горького, 44, кв. 22",2000-05-21,Wine_981
User_268,+79689685864,"Тула, пр. Ленина, 33, кв. 14",1995-04-25,Wine_201
Владимир Михаилович Кабернова,+79885195046,"Барнаул, ул. Ленина, 82, кв. 4",1998-01-03,Wine_209
User_124,+79964807420,"Ульяновск, ул. Ленина, 82, кв. 12",2003-02-04,Wine_71
User_610,+79823884216,"Москва, ул. Арбат, 64, кв. 22",1989-05-05,Wine_332
User_981,+79776388554,"Курган, ул. Пушкина, 49, кв. 18",2002-09-09,Wine_500
User_1398,+79592752761,"Брянск, ул. Кольцевая, 33, кв. 11",1983-06-06,Wine_138
User_1309,+79100609265,"Каменск-Уральский, ул. Гагарина, 44, кв. 18",1990-06-29,Wine_885
User_1336,+79292513918,"Иваново, ул. Пушкина, 76, кв. 19",1974-07-24,Wine_532
User_209,+79572767942,"Кострома, ул. Московская, 60, кв. 18",1999-06-06,Wine_671
User_608,+79369454333,"Ростов-на-Дону, ул. Строителей, 55, кв. 7",2003-06-09,Wine_130
User_1053,+79677790563,"Белгород, пр. Бульварный, 12, кв. 8",1994-07-04,Wine_464
Борис Иванович Виски,+79005696417,"Ростов-на-Дону, ул. Строителей, 55, кв. 7",1977-07-11,Wine_273
User_913,+79485821307,"Саратов, ул. Чернышевского, 54, кв. 16",1997-04-22,Wine_256
User_1382,+79053338355,"Краснодар, ул. Красная, 51, кв. 5",1992-12-08,Wine_541
User_202,+79235596959,"Барнаул, ул. Ленина, 82, кв. 4",1991-07-15,Wine_575
User_220,+79537702647,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",2003-02-04,Wine_759
User_1242,+79019806214,"Брянск, пр. Славы, 67, кв. 6",1986-08-16,Wine_52
User_725,+79410683242,"Челябинск, ул. Таганская, 41, кв. 4",1989-02-11,Wine_328
Ольга Александровна Ромова,+79182248467,"Тула, пр. Ленина, 33, кв. 14",1984-06-13,Wine_40
User_1477,+79497676179,"Москва, ул. Тверская, 12, кв. 34",1994-05-25,Wine_660
User_1483,+79135243735,"Ставрополь, ул. Лермонтова, 34, кв. 18",1998-01-03,Wine_730
User_233,+79407127809,"Пенза, пр. Победы, 90, кв. 12",,Wine_161
User_1060,+79099063283,"Барнаул, ул. Ленина, 82, кв. 4",1983-06-06,Wine_927
User_1080,+79424426600,"Сочи, ул. Красная, 59, кв. 21",1983-03-01,Wine_436
User_1062,+79939265823,"Екатеринбург, ул. Мичурина, 55, кв. 10",1994-05-25,Wine_408
